Deck,Count,Share,Score,Win_Percentage,Deck_links
Lumineon Mew ex,1,0.00%,1 - 2 - 0,33.33%,/decks/lumineon-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Florges Gardevoir,1,0.00%,1 - 2 - 0,33.33%,/decks/florges-a1a-gardevoir-a1?game=POCKET&format=standard&set=A1a
Florges,1,0.00%,1 - 2 - 0,33.33%,/decks/florges-a1a?game=POCKET&format=standard&set=A1a
Melmetal Greninja,1,0.00%,1 - 2 - 0,33.33%,/decks/melmetal-greninja-a1?game=POCKET&format=standard&set=A1a
Pidgeot Beheeyem,1,0.00%,1 - 2 - 0,33.33%,/decks/pidgeot-a1-beheeyem-a1a?game=POCKET&format=standard&set=A1a
Articuno ex Poliwrath,1,0.00%,2 - 4 - 0,33.33%,/decks/articuno-ex-poliwrath-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Kangaskhan,1,0.00%,1 - 2 - 0,33.33%,/decks/gyarados-ex-a1a-kangaskhan-a1?game=POCKET&format=standard&set=A1a
Poliwrath Articuno ex,1,0.00%,1 - 2 - 0,33.33%,/decks/poliwrath-articuno-ex-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Venusaur,1,0.00%,2 - 4 - 0,33.33%,/decks/gyarados-ex-a1a-venusaur-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Hypno,1,0.00%,1 - 2 - 0,33.33%,/decks/aerodactyl-ex-a1a-hypno-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Pidgeot ex,1,0.00%,1 - 2 - 0,33.33%,/decks/gyarados-ex-pidgeot-ex-a1a?game=POCKET&format=standard&set=A1a
Aerodactyl ex Exeggutor,1,0.00%,2 - 4 - 0,33.33%,/decks/aerodactyl-ex-exeggutor-a1a?game=POCKET&format=standard&set=A1a
Florges Alakazam,1,0.00%,1 - 2 - 0,33.33%,/decks/florges-a1a-alakazam-a1?game=POCKET&format=standard&set=A1a
Alakazam Mewtwo,1,0.00%,1 - 2 - 0,33.33%,/decks/alakazam-mewtwo-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Aerodactyl,1,0.00%,1 - 2 - 0,33.33%,/decks/gyarados-ex-a1a-aerodactyl-a1?game=POCKET&format=standard&set=A1a
Machamp Druddigon,1,0.00%,1 - 2 - 0,33.33%,/decks/machamp-a1-druddigon-a1a?game=POCKET&format=standard&set=A1a
Dragonite Articuno ex,1,0.00%,1 - 2 - 0,33.33%,/decks/dragonite-articuno-ex-a1?game=POCKET&format=standard&set=A1a
Starmie ex Wigglytuff ex,1,0.00%,2 - 4 - 0,33.33%,/decks/starmie-ex-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Mienshao,1,0.00%,1 - 2 - 0,33.33%,/decks/gyarados-ex-a1a-mienshao-a1?game=POCKET&format=standard&set=A1a
Cloyster Articuno ex,1,0.00%,1 - 2 - 0,33.33%,/decks/cloyster-articuno-ex-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Sandslash,1,0.00%,1 - 2 - 0,33.33%,/decks/pidgeot-ex-a1a-sandslash-a1?game=POCKET&format=standard&set=A1a
Pidgeot Moltres ex,1,0.00%,2 - 4 - 0,33.33%,/decks/pidgeot-moltres-ex-a1?game=POCKET&format=standard&set=A1a
Golbat Mew ex,1,0.00%,1 - 2 - 0,33.33%,/decks/golbat-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Aerodactyl ex Exeggutor ex,1,0.00%,1 - 2 - 0,33.33%,/decks/aerodactyl-ex-a1a-exeggutor-ex-a1?game=POCKET&format=standard&set=A1a
Gengar ex Ditto,1,0.00%,1 - 2 - 0,33.33%,/decks/gengar-ex-ditto-a1?game=POCKET&format=standard&set=A1a
Golem Tauros,1,0.00%,1 - 2 - 0,33.33%,/decks/golem-a1a-tauros-a1?game=POCKET&format=standard&set=A1a
Starmie ex Aerodactyl ex,1,0.00%,1 - 2 - 0,33.33%,/decks/starmie-ex-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Wigglytuff ex Jolteon,1,0.00%,1 - 2 - 0,33.33%,/decks/wigglytuff-ex-jolteon-a1?game=POCKET&format=standard&set=A1a
Greninja Clefable,1,0.00%,2 - 4 - 0,33.33%,/decks/greninja-clefable-a1?game=POCKET&format=standard&set=A1a
Clefable Slurpuff,1,0.00%,1 - 2 - 0,33.33%,/decks/clefable-a1-slurpuff-a1a?game=POCKET&format=standard&set=A1a
Gardevoir Mew ex,1,0.00%,1 - 2 - 0,33.33%,/decks/gardevoir-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Wigglytuff ex Mienshao,1,0.00%,1 - 2 - 0,33.33%,/decks/wigglytuff-ex-mienshao-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Mewtwo,1,0.00%,1 - 1 - 1,33.33%,/decks/gyarados-ex-a1a-mewtwo-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Golbat,1,0.00%,1 - 2 - 0,33.33%,/decks/wigglytuff-ex-golbat-a1?game=POCKET&format=standard&set=A1a
Alakazam Golbat,1,0.00%,1 - 2 - 0,33.33%,/decks/alakazam-golbat-a1?game=POCKET&format=standard&set=A1a
Dragonite Tauros,1,0.00%,1 - 2 - 0,33.33%,/decks/dragonite-tauros-a1?game=POCKET&format=standard&set=A1a
Weezing Arbok,1,0.00%,1 - 2 - 0,33.33%,/decks/weezing-arbok-a1?game=POCKET&format=standard&set=A1a
Dugtrio Hitmonlee,1,0.00%,1 - 2 - 0,33.33%,/decks/dugtrio-hitmonlee-a1?game=POCKET&format=standard&set=A1a
Blastoise ex Frosmoth,1,0.00%,1 - 2 - 0,33.33%,/decks/blastoise-ex-frosmoth-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Celebi ex,1,0.00%,2 - 4 - 0,33.33%,/decks/pidgeot-ex-celebi-ex-a1a?game=POCKET&format=standard&set=A1a
Muk Salandit,1,0.00%,3 - 7 - 0,30.00%,/decks/muk-a1-salandit-a1a?game=POCKET&format=standard&set=A1a
Articuno ex Alakazam,1,0.00%,2 - 5 - 0,28.57%,/decks/articuno-ex-alakazam-a1?game=POCKET&format=standard&set=A1a
Celebi ex Hypno,1,0.00%,2 - 5 - 0,28.57%,/decks/celebi-ex-a1a-hypno-a1?game=POCKET&format=standard&set=A1a
Greninja Dragonite,1,0.00%,2 - 5 - 0,28.57%,/decks/greninja-dragonite-a1?game=POCKET&format=standard&set=A1a
Zebstrika Pikachu,1,0.00%,2 - 5 - 0,28.57%,/decks/zebstrika-a1-pikachu-a1a?game=POCKET&format=standard&set=A1a
Eelektross Galvantula,1,0.00%,2 - 5 - 0,28.57%,/decks/eelektross-a1-galvantula-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Porygon,1,0.00%,1 - 3 - 0,25.00%,/decks/pidgeot-ex-a1a-porygon-a1?game=POCKET&format=standard&set=A1a
Articuno ex Dragonite,1,0.00%,1 - 3 - 0,25.00%,/decks/articuno-ex-dragonite-a1?game=POCKET&format=standard&set=A1a
Gengar ex Butterfree,1,0.00%,1 - 3 - 0,25.00%,/decks/gengar-ex-butterfree-a1?game=POCKET&format=standard&set=A1a
Dugtrio Golurk,1,0.00%,1 - 3 - 0,25.00%,/decks/dugtrio-golurk-a1?game=POCKET&format=standard&set=A1a
Greninja Arcanine ex,1,0.00%,1 - 3 - 0,25.00%,/decks/greninja-arcanine-ex-a1?game=POCKET&format=standard&set=A1a
Blastoise Tentacruel,1,0.00%,1 - 3 - 0,25.00%,/decks/blastoise-tentacruel-a1?game=POCKET&format=standard&set=A1a
Primeape Golem,1,0.00%,1 - 3 - 0,25.00%,/decks/primeape-golem-a1a?game=POCKET&format=standard&set=A1a
Wigglytuff ex Moltres ex,1,0.00%,1 - 3 - 0,25.00%,/decks/wigglytuff-ex-moltres-ex-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Golduck,1,0.00%,1 - 3 - 0,25.00%,/decks/pidgeot-ex-a1a-golduck-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Farfetch'd,1,0.00%,1 - 3 - 0,25.00%,/decks/gyarados-ex-a1a-farfetchd-a1?game=POCKET&format=standard&set=A1a
Melmetal Butterfree,1,0.00%,1 - 3 - 0,25.00%,/decks/melmetal-butterfree-a1?game=POCKET&format=standard&set=A1a
Articuno ex Moltres ex,1,0.00%,1 - 3 - 0,25.00%,/decks/articuno-ex-moltres-ex-a1?game=POCKET&format=standard&set=A1a
Poliwrath Marshadow,1,0.00%,1 - 3 - 0,25.00%,/decks/poliwrath-a1-marshadow-a1a?game=POCKET&format=standard&set=A1a
Weezing Salazzle,1,0.00%,1 - 3 - 0,25.00%,/decks/weezing-a1-salazzle-a1a?game=POCKET&format=standard&set=A1a
Hypno Beheeyem,1,0.00%,1 - 3 - 0,25.00%,/decks/hypno-a1-beheeyem-a1a?game=POCKET&format=standard&set=A1a
Ninetales Greninja,1,0.00%,1 - 3 - 0,25.00%,/decks/ninetales-greninja-a1?game=POCKET&format=standard&set=A1a
Moltres ex Vaporeon,1,0.00%,1 - 3 - 0,25.00%,/decks/moltres-ex-a1-vaporeon-a1a?game=POCKET&format=standard&set=A1a
Wigglytuff ex Kangaskhan,1,0.00%,1 - 3 - 0,25.00%,/decks/wigglytuff-ex-kangaskhan-a1?game=POCKET&format=standard&set=A1a
Golem Grapploct,1,0.00%,1 - 3 - 0,25.00%,/decks/golem-a1a-grapploct-a1?game=POCKET&format=standard&set=A1a
Butterfree Blastoise ex,1,0.00%,1 - 3 - 0,25.00%,/decks/butterfree-blastoise-ex-a1?game=POCKET&format=standard&set=A1a
Articuno ex Seaking,1,0.00%,1 - 3 - 0,25.00%,/decks/articuno-ex-seaking-a1?game=POCKET&format=standard&set=A1a
Serperior Pikachu,1,0.00%,1 - 3 - 0,25.00%,/decks/serperior-pikachu-a1a?game=POCKET&format=standard&set=A1a
Pidgeot Aerodactyl ex,1,0.00%,1 - 2 - 1,25.00%,/decks/pidgeot-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Jolteon Pikachu ex,1,0.00%,1 - 3 - 0,25.00%,/decks/jolteon-pikachu-ex-a1?game=POCKET&format=standard&set=A1a
Dragonite Seaking,1,0.00%,1 - 3 - 0,25.00%,/decks/dragonite-seaking-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Druddigon,1,0.00%,1 - 3 - 0,25.00%,/decks/wigglytuff-ex-a1-druddigon-a1a?game=POCKET&format=standard&set=A1a
Celebi ex Venusaur,1,0.00%,1 - 3 - 0,25.00%,/decks/celebi-ex-a1a-venusaur-a1?game=POCKET&format=standard&set=A1a
Greninja Kabutops,1,0.00%,1 - 3 - 0,25.00%,/decks/greninja-kabutops-a1?game=POCKET&format=standard&set=A1a
Golduck Omastar,1,0.00%,1 - 3 - 0,25.00%,/decks/golduck-omastar-a1?game=POCKET&format=standard&set=A1a
Omastar Pidgeot,1,0.00%,1 - 3 - 0,25.00%,/decks/omastar-pidgeot-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Ditto,1,0.00%,1 - 4 - 0,20.00%,/decks/pidgeot-ex-a1a-ditto-a1?game=POCKET&format=standard&set=A1a
Lapras ex Aerodactyl ex,1,0.00%,1 - 4 - 0,20.00%,/decks/lapras-ex-p-a-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Kabutops Onix,1,0.00%,1 - 4 - 0,20.00%,/decks/kabutops-onix-a1?game=POCKET&format=standard&set=A1a
Weezing Muk,1,0.00%,1 - 4 - 0,20.00%,/decks/weezing-muk-a1?game=POCKET&format=standard&set=A1a
Articuno ex Starmie,1,0.00%,1 - 4 - 0,20.00%,/decks/articuno-ex-starmie-a1?game=POCKET&format=standard&set=A1a
Mew ex Jynx,1,0.00%,1 - 4 - 0,20.00%,/decks/mew-ex-a1a-jynx-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Swoobat,1,0.00%,1 - 3 - 1,20.00%,/decks/aerodactyl-ex-a1a-swoobat-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Wigglytuff,1,0.00%,1 - 4 - 0,20.00%,/decks/wigglytuff-ex-wigglytuff-a1?game=POCKET&format=standard&set=A1a
Pidgeot Golem,1,0.00%,1 - 4 - 0,20.00%,/decks/pidgeot-a1-golem-a1a?game=POCKET&format=standard&set=A1a
Exeggutor Celebi ex,1,0.00%,1 - 4 - 0,20.00%,/decks/exeggutor-celebi-ex-a1a?game=POCKET&format=standard&set=A1a
Venusaur ex Exeggutor,1,0.00%,1 - 4 - 0,20.00%,/decks/venusaur-ex-a1-exeggutor-a1a?game=POCKET&format=standard&set=A1a
Aerodactyl ex Fearow,1,0.00%,1 - 4 - 0,20.00%,/decks/aerodactyl-ex-a1a-fearow-a1?game=POCKET&format=standard&set=A1a
Scolipede Greninja,1,0.00%,1 - 4 - 0,20.00%,/decks/scolipede-a1a-greninja-a1?game=POCKET&format=standard&set=A1a
Venusaur Serperior,1,0.00%,1 - 4 - 0,20.00%,/decks/venusaur-a1-serperior-a1a?game=POCKET&format=standard&set=A1a
Scolipede Hypno,1,0.00%,1 - 4 - 0,20.00%,/decks/scolipede-a1a-hypno-a1?game=POCKET&format=standard&set=A1a
Flareon Greninja,1,0.00%,1 - 4 - 0,20.00%,/decks/flareon-greninja-a1?game=POCKET&format=standard&set=A1a
Pidgeot Aerodactyl,1,0.00%,1 - 4 - 0,20.00%,/decks/pidgeot-aerodactyl-a1?game=POCKET&format=standard&set=A1a
Jolteon Aerodactyl ex,1,0.00%,1 - 5 - 0,16.67%,/decks/jolteon-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A1a
Ninetales Farfetch'd,1,0.00%,1 - 5 - 0,16.67%,/decks/ninetales-farfetchd-a1?game=POCKET&format=standard&set=A1a
Seaking Salazzle,1,0.00%,0 - 2 - 0,0.00%,/decks/seaking-a1-salazzle-a1a?game=POCKET&format=standard&set=A1a
Sandslash Grapploct,1,0.00%,0 - 3 - 0,0.00%,/decks/sandslash-grapploct-a1?game=POCKET&format=standard&set=A1a
Florges Sigilyph,1,0.00%,0 - 1 - 0,0.00%,/decks/florges-sigilyph-a1a?game=POCKET&format=standard&set=A1a
Wigglytuff ex Arcanine ex,1,0.00%,0 - 2 - 0,0.00%,/decks/wigglytuff-ex-arcanine-ex-a1?game=POCKET&format=standard&set=A1a
Machamp Kabutops,1,0.00%,0 - 1 - 0,0.00%,/decks/machamp-kabutops-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Ditto,1,0.00%,0 - 1 - 0,0.00%,/decks/wigglytuff-ex-ditto-a1?game=POCKET&format=standard&set=A1a
Lapras ex Golem,1,0.00%,0 - 1 - 0,0.00%,/decks/lapras-ex-p-a-golem-a1?game=POCKET&format=standard&set=A1a
Golem Venusaur ex,1,0.00%,0 - 1 - 0,0.00%,/decks/golem-a1a-venusaur-ex-a1?game=POCKET&format=standard&set=A1a
Marowak ex Cinccino,1,0.00%,0 - 2 - 0,0.00%,/decks/marowak-ex-cinccino-a1?game=POCKET&format=standard&set=A1a
Marowak ex Persian,1,0.00%,0 - 2 - 0,0.00%,/decks/marowak-ex-persian-a1?game=POCKET&format=standard&set=A1a
Greninja Celebi ex,1,0.00%,0 - 2 - 0,0.00%,/decks/greninja-a1-celebi-ex-a1a?game=POCKET&format=standard&set=A1a
Arcanine Rapidash,1,0.00%,0 - 3 - 0,0.00%,/decks/arcanine-a1-rapidash-a1a?game=POCKET&format=standard&set=A1a
Mew ex Zapdos ex,1,0.00%,0 - 2 - 0,0.00%,/decks/mew-ex-a1a-zapdos-ex-a1?game=POCKET&format=standard&set=A1a
Dragonite Galvantula,1,0.00%,0 - 2 - 0,0.00%,/decks/dragonite-a1-galvantula-a1a?game=POCKET&format=standard&set=A1a
Hypno Jolteon,1,0.00%,0 - 2 - 0,0.00%,/decks/hypno-jolteon-a1?game=POCKET&format=standard&set=A1a
Greninja Lapras,1,0.00%,0 - 2 - 0,0.00%,/decks/greninja-lapras-a1?game=POCKET&format=standard&set=A1a
Pidgeot Golduck,1,0.00%,0 - 1 - 0,0.00%,/decks/pidgeot-golduck-a1?game=POCKET&format=standard&set=A1a
Rapidash Magmar,1,0.00%,0 - 2 - 0,0.00%,/decks/rapidash-a1a-magmar-a1?game=POCKET&format=standard&set=A1a
Gardevoir Alakazam,1,0.00%,0 - 2 - 0,0.00%,/decks/gardevoir-alakazam-a1?game=POCKET&format=standard&set=A1a
Pidgeot ex Machamp ex,1,0.00%,0 - 3 - 0,0.00%,/decks/pidgeot-ex-a1a-machamp-ex-a1?game=POCKET&format=standard&set=A1a
Victreebel Butterfree,1,0.00%,0 - 4 - 0,0.00%,/decks/victreebel-butterfree-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Electrode,1,0.00%,0 - 2 - 0,0.00%,/decks/wigglytuff-ex-electrode-a1?game=POCKET&format=standard&set=A1a
Golem Tauros,1,0.00%,0 - 1 - 0,0.00%,/decks/golem-a1-tauros-a1a?game=POCKET&format=standard&set=A1a
Beheeyem Mewtwo ex,1,0.00%,0 - 3 - 0,0.00%,/decks/beheeyem-a1a-mewtwo-ex-a1?game=POCKET&format=standard&set=A1a
Raichu Weezing,1,0.00%,0 - 2 - 1,0.00%,/decks/raichu-a1a-weezing-a1?game=POCKET&format=standard&set=A1a
Sandslash Primeape,1,0.00%,0 - 2 - 0,0.00%,/decks/sandslash-a1-primeape-a1a?game=POCKET&format=standard&set=A1a
Butterfree Exeggutor ex,1,0.00%,0 - 1 - 0,0.00%,/decks/butterfree-exeggutor-ex-a1?game=POCKET&format=standard&set=A1a
Starmie ex Golem,1,0.00%,0 - 1 - 0,0.00%,/decks/starmie-ex-golem-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Raticate,1,0.00%,0 - 2 - 0,0.00%,/decks/wigglytuff-ex-raticate-a1?game=POCKET&format=standard&set=A1a
Victreebel Venomoth,1,0.00%,0 - 1 - 0,0.00%,/decks/victreebel-venomoth-a1?game=POCKET&format=standard&set=A1a
Aerodactyl ex Kabuto,1,0.00%,0 - 2 - 0,0.00%,/decks/aerodactyl-ex-a1a-kabuto-a1?game=POCKET&format=standard&set=A1a
Venusaur Pidgeot ex,1,0.00%,0 - 2 - 0,0.00%,/decks/venusaur-a1-pidgeot-ex-a1a?game=POCKET&format=standard&set=A1a
Mew ex Starmie ex,1,0.00%,0 - 1 - 0,0.00%,/decks/mew-ex-a1a-starmie-ex-a1?game=POCKET&format=standard&set=A1a
Centiskorch Moltres ex,1,0.00%,0 - 3 - 0,0.00%,/decks/centiskorch-moltres-ex-a1?game=POCKET&format=standard&set=A1a
Dugtrio Eevee,1,0.00%,0 - 1 - 0,0.00%,/decks/dugtrio-a1-eevee-a1a?game=POCKET&format=standard&set=A1a
Pidgeot Galvantula,1,0.00%,0 - 1 - 0,0.00%,/decks/pidgeot-a1-galvantula-a1a?game=POCKET&format=standard&set=A1a
Blastoise ex Mewtwo,1,0.00%,0 - 3 - 0,0.00%,/decks/blastoise-ex-mewtwo-a1?game=POCKET&format=standard&set=A1a
Venusaur ex Vileplume,1,0.00%,0 - 2 - 0,0.00%,/decks/venusaur-ex-vileplume-a1?game=POCKET&format=standard&set=A1a
Weezing Farfetch'd,1,0.00%,0 - 1 - 0,0.00%,/decks/weezing-farfetchd-a1?game=POCKET&format=standard&set=A1a
Mew ex Tentacruel,1,0.00%,0 - 1 - 0,0.00%,/decks/mew-ex-a1a-tentacruel-a1?game=POCKET&format=standard&set=A1a
Gengar ex Greninja,1,0.00%,0 - 2 - 0,0.00%,/decks/gengar-ex-greninja-a1?game=POCKET&format=standard&set=A1a
Victreebel Kangaskhan,1,0.00%,0 - 2 - 0,0.00%,/decks/victreebel-kangaskhan-a1?game=POCKET&format=standard&set=A1a
Gengar ex Clefable,1,0.00%,0 - 1 - 0,0.00%,/decks/gengar-ex-clefable-a1?game=POCKET&format=standard&set=A1a
Florges Slurpuff,1,0.00%,0 - 2 - 1,0.00%,/decks/florges-slurpuff-a1a?game=POCKET&format=standard&set=A1a
Flareon Heatmor,1,0.00%,0 - 1 - 0,0.00%,/decks/flareon-heatmor-a1?game=POCKET&format=standard&set=A1a
Florges Gengar,1,0.00%,0 - 4 - 1,0.00%,/decks/florges-a1a-gengar-a1?game=POCKET&format=standard&set=A1a
Onix Aerodactyl,1,0.00%,0 - 2 - 0,0.00%,/decks/onix-aerodactyl-a1?game=POCKET&format=standard&set=A1a
Raichu Hypno,1,0.00%,0 - 2 - 0,0.00%,/decks/raichu-a1a-hypno-a1?game=POCKET&format=standard&set=A1a
Golem Rapidash,1,0.00%,0 - 2 - 0,0.00%,/decks/golem-rapidash-a1?game=POCKET&format=standard&set=A1a
Exeggutor ex Farfetch'd,1,0.00%,0 - 2 - 0,0.00%,/decks/exeggutor-ex-farfetchd-a1?game=POCKET&format=standard&set=A1a
Gengar Wigglytuff ex,1,0.00%,0 - 2 - 0,0.00%,/decks/gengar-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Gyarados ex Articuno,1,0.00%,0 - 2 - 0,0.00%,/decks/gyarados-ex-a1a-articuno-a1?game=POCKET&format=standard&set=A1a
Melmetal Bisharp,1,0.00%,0 - 2 - 0,0.00%,/decks/melmetal-bisharp-a1?game=POCKET&format=standard&set=A1a
Golem Porygon,1,0.00%,0 - 3 - 0,0.00%,/decks/golem-a1a-porygon-a1?game=POCKET&format=standard&set=A1a
Omastar Psyduck,1,0.00%,0 - 2 - 0,0.00%,/decks/omastar-psyduck-a1?game=POCKET&format=standard&set=A1a
Omastar Lumineon,1,0.00%,0 - 2 - 0,0.00%,/decks/omastar-a1-lumineon-a1a?game=POCKET&format=standard&set=A1a
Pidgeot ex Meowth,1,0.00%,0 - 3 - 0,0.00%,/decks/pidgeot-ex-a1a-meowth-a1?game=POCKET&format=standard&set=A1a
Starmie ex Hypno,1,0.00%,0 - 2 - 0,0.00%,/decks/starmie-ex-hypno-a1?game=POCKET&format=standard&set=A1a
Lapras ex Butterfree,1,0.00%,0 - 3 - 0,0.00%,/decks/lapras-ex-p-a-butterfree-a1?game=POCKET&format=standard&set=A1a
Blastoise Golduck,1,0.00%,0 - 2 - 0,0.00%,/decks/blastoise-golduck-a1?game=POCKET&format=standard&set=A1a
Primeape,1,0.00%,0 - 2 - 0,0.00%,/decks/primeape-a1?game=POCKET&format=standard&set=A1a
Pidgeot Fearow,1,0.00%,0 - 3 - 0,0.00%,/decks/pidgeot-fearow-a1?game=POCKET&format=standard&set=A1a
Zapdos ex Golbat,1,0.00%,0 - 1 - 0,0.00%,/decks/zapdos-ex-golbat-a1?game=POCKET&format=standard&set=A1a
Nidoqueen Scolipede,1,0.00%,0 - 2 - 0,0.00%,/decks/nidoqueen-a1-scolipede-a1a?game=POCKET&format=standard&set=A1a
Sandslash Golem,1,0.00%,0 - 2 - 0,0.00%,/decks/sandslash-a1-golem-a1a?game=POCKET&format=standard&set=A1a
Beheeyem Slurpuff,1,0.00%,0 - 1 - 1,0.00%,/decks/beheeyem-slurpuff-a1a?game=POCKET&format=standard&set=A1a
Marowak ex Gengar ex,1,0.00%,0 - 3 - 0,0.00%,/decks/marowak-ex-gengar-ex-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Seadra,1,0.00%,0 - 1 - 0,0.00%,/decks/wigglytuff-ex-seadra-a1?game=POCKET&format=standard&set=A1a
Blastoise Chatot,1,0.00%,0 - 1 - 0,0.00%,/decks/blastoise-a1-chatot-a1a?game=POCKET&format=standard&set=A1a
Pidgeot Victreebel,1,0.00%,0 - 3 - 0,0.00%,/decks/pidgeot-victreebel-a1?game=POCKET&format=standard&set=A1a
Articuno ex Frosmoth,1,0.00%,0 - 2 - 0,0.00%,/decks/articuno-ex-frosmoth-a1?game=POCKET&format=standard&set=A1a
Celebi ex Servine,1,0.00%,0 - 1 - 0,0.00%,/decks/celebi-ex-servine-a1a?game=POCKET&format=standard&set=A1a
Arbok Wigglytuff ex,1,0.00%,0 - 4 - 0,0.00%,/decks/arbok-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Marowak ex Golbat,1,0.00%,0 - 2 - 0,0.00%,/decks/marowak-ex-golbat-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Florges,1,0.00%,0 - 1 - 0,0.00%,/decks/wigglytuff-ex-a1-florges-a1a?game=POCKET&format=standard&set=A1a
Golem Onix,1,0.00%,0 - 3 - 0,0.00%,/decks/golem-onix-a1?game=POCKET&format=standard&set=A1a
Arcanine ex,1,0.00%,0 - 1 - 0,0.00%,/decks/arcanine-ex-a1?game=POCKET&format=standard&set=A1a
Golem Mew ex,1,0.00%,0 - 2 - 0,0.00%,/decks/golem-a1-mew-ex-a1a?game=POCKET&format=standard&set=A1a
Gardevoir,1,0.00%,0 - 3 - 0,0.00%,/decks/gardevoir-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Omastar,1,0.00%,0 - 2 - 0,0.00%,/decks/wigglytuff-ex-omastar-a1?game=POCKET&format=standard&set=A1a
Articuno ex Gyarados,1,0.00%,0 - 1 - 0,0.00%,/decks/articuno-ex-gyarados-a1?game=POCKET&format=standard&set=A1a
Jolteon Omastar,1,0.00%,0 - 0 - 1,0.00%,/decks/jolteon-omastar-a1?game=POCKET&format=standard&set=A1a
Blastoise Vaporeon,1,0.00%,0 - 2 - 0,0.00%,/decks/blastoise-a1-vaporeon-a1a?game=POCKET&format=standard&set=A1a
Poliwrath Farfetch'd,1,0.00%,0 - 2 - 0,0.00%,/decks/poliwrath-farfetchd-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Nidoking,1,0.00%,0 - 2 - 0,0.00%,/decks/wigglytuff-ex-nidoking-a1?game=POCKET&format=standard&set=A1a
Golbat Mienshao,1,0.00%,0 - 1 - 0,0.00%,/decks/golbat-mienshao-a1?game=POCKET&format=standard&set=A1a
Tentacruel Starmie,1,0.00%,0 - 1 - 0,0.00%,/decks/tentacruel-starmie-a1?game=POCKET&format=standard&set=A1a
Fearow Frosmoth,1,0.00%,0 - 3 - 0,0.00%,/decks/fearow-frosmoth-a1?game=POCKET&format=standard&set=A1a
Blastoise Snorlax,1,0.00%,0 - 2 - 0,0.00%,/decks/blastoise-snorlax-a1?game=POCKET&format=standard&set=A1a
Alakazam Exeggutor,1,0.00%,0 - 1 - 0,0.00%,/decks/alakazam-a1-exeggutor-a1a?game=POCKET&format=standard&set=A1a
Mewtwo ex Slowbro,1,0.00%,0 - 2 - 0,0.00%,/decks/mewtwo-ex-slowbro-a1?game=POCKET&format=standard&set=A1a
Zapdos ex Wigglytuff ex,1,0.00%,0 - 2 - 0,0.00%,/decks/zapdos-ex-wigglytuff-ex-a1?game=POCKET&format=standard&set=A1a
Golem Sandslash,1,0.00%,0 - 1 - 0,0.00%,/decks/golem-a1a-sandslash-a1?game=POCKET&format=standard&set=A1a
Beedrill Serperior,1,0.00%,0 - 2 - 0,0.00%,/decks/beedrill-a1-serperior-a1a?game=POCKET&format=standard&set=A1a
Articuno ex Aerodactyl,1,0.00%,0 - 2 - 0,0.00%,/decks/articuno-ex-aerodactyl-a1?game=POCKET&format=standard&set=A1a
Hypno Articuno ex,1,0.00%,0 - 1 - 0,0.00%,/decks/hypno-articuno-ex-a1?game=POCKET&format=standard&set=A1a
Wigglytuff ex Muk,1,0.00%,0 - 1 - 0,0.00%,/decks/wigglytuff-ex-muk-a1?game=POCKET&format=standard&set=A1a
Gengar ex Pidgeot,1,0.00%,0 - 3 - 0,0.00%,/decks/gengar-ex-pidgeot-a1?game=POCKET&format=standard&set=A1a
Tentacruel Frosmoth,1,0.00%,0 - 3 - 0,0.00%,/decks/tentacruel-frosmoth-a1?game=POCKET&format=standard&set=A1a
