Deck,Count,Share,Score,Win_Percentage,Deck_links
Donphan ex Passimian ex,1,0.01%,2 - 4 - 0,33.33%,/decks/donphan-ex-a4-passimian-ex-a3?game=POCKET&format=standard&set=A4a
Silvally Guzzlord ex,1,0.01%,1 - 2 - 0,33.33%,/decks/silvally-guzzlord-ex-a3a?game=POCKET&format=standard&set=A4a
Wugtrio ex Alolan Ninetales,1,0.01%,1 - 2 - 0,33.33%,/decks/wugtrio-ex-a2b-alolan-ninetales-a3?game=POCKET&format=standard&set=A4a
Wigglytuff ex Eevee ex,1,0.01%,1 - 2 - 0,33.33%,/decks/wigglytuff-ex-a1-eevee-ex-a3b?game=POCKET&format=standard&set=A4a
Snorlax ex Snorlax,1,0.01%,1 - 2 - 0,33.33%,/decks/snorlax-ex-a3b-snorlax-a2a?game=POCKET&format=standard&set=A4a
Crabominable ex Milotic,1,0.01%,1 - 2 - 0,33.33%,/decks/crabominable-ex-a3-milotic-a4a?game=POCKET&format=standard&set=A4a
Tapu Koko ex Giratina ex,1,0.01%,1 - 2 - 0,33.33%,/decks/tapu-koko-ex-a3a-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Sylveon ex Lugia ex,1,0.01%,1 - 2 - 0,33.33%,/decks/sylveon-ex-a3b-lugia-ex-a4?game=POCKET&format=standard&set=A4a
Kingdra ex Vaporeon,1,0.01%,2 - 4 - 0,33.33%,/decks/kingdra-ex-a4-vaporeon-a1a?game=POCKET&format=standard&set=A4a
Suicune ex Tentacruel,1,0.01%,1 - 2 - 0,33.33%,/decks/suicune-ex-tentacruel-a4a?game=POCKET&format=standard&set=A4a
Suicune ex Crawdaunt,1,0.01%,2 - 4 - 0,33.33%,/decks/suicune-ex-a4a-crawdaunt-a4?game=POCKET&format=standard&set=A4a
Silvally Giratina,1,0.01%,1 - 2 - 0,33.33%,/decks/silvally-a3a-giratina-a2?game=POCKET&format=standard&set=A4a
Solgaleo ex Drampa,1,0.01%,2 - 4 - 0,33.33%,/decks/solgaleo-ex-a3-drampa-a3b?game=POCKET&format=standard&set=A4a
Meowscarada Beedrill ex,1,0.01%,2 - 4 - 0,33.33%,/decks/meowscarada-beedrill-ex-a2b?game=POCKET&format=standard&set=A4a
Solgaleo ex Snorlax ex,1,0.01%,1 - 2 - 0,33.33%,/decks/solgaleo-ex-a3-snorlax-ex-a3b?game=POCKET&format=standard&set=A4a
Machamp ex Lucario,1,0.01%,2 - 3 - 1,33.33%,/decks/machamp-ex-a1-lucario-a2?game=POCKET&format=standard&set=A4a
Eevee ex Umbreon ex,1,0.01%,1 - 2 - 0,33.33%,/decks/eevee-ex-a3b-umbreon-ex-a4?game=POCKET&format=standard&set=A4a
Pikachu ex Pachirisu ex,1,0.01%,1 - 2 - 0,33.33%,/decks/pikachu-ex-a1-pachirisu-ex-a2?game=POCKET&format=standard&set=A4a
Tapu Koko ex Ampharos,1,0.01%,1 - 2 - 0,33.33%,/decks/tapu-koko-ex-a3a-ampharos-a4?game=POCKET&format=standard&set=A4a
Scizor Skarmory ex,1,0.01%,2 - 4 - 0,33.33%,/decks/scizor-skarmory-ex-a4?game=POCKET&format=standard&set=A4a
Crabominable ex Silvally,1,0.01%,1 - 2 - 0,33.33%,/decks/crabominable-ex-a3-silvally-a3a?game=POCKET&format=standard&set=A4a
Mismagius ex Shiinotic,1,0.01%,1 - 2 - 0,33.33%,/decks/mismagius-ex-a2-shiinotic-a3a?game=POCKET&format=standard&set=A4a
Raichu Electrode,1,0.01%,1 - 2 - 0,33.33%,/decks/raichu-electrode-a1?game=POCKET&format=standard&set=A4a
Arceus ex Abomasnow,1,0.01%,1 - 2 - 0,33.33%,/decks/arceus-ex-abomasnow-a2a?game=POCKET&format=standard&set=A4a
Mew ex Ho-Oh ex,1,0.01%,1 - 2 - 0,33.33%,/decks/mew-ex-a1a-ho-oh-ex-a4?game=POCKET&format=standard&set=A4a
Jumpluff ex Greninja,1,0.01%,2 - 4 - 0,33.33%,/decks/jumpluff-ex-a4a-greninja-a1?game=POCKET&format=standard&set=A4a
Stantler Zangoose,1,0.01%,1 - 2 - 0,33.33%,/decks/stantler-a4-zangoose-a4a?game=POCKET&format=standard&set=A4a
Garchomp Pyukumuku,1,0.01%,1 - 2 - 0,33.33%,/decks/garchomp-a2-pyukumuku-a3?game=POCKET&format=standard&set=A4a
Weezing Omastar,1,0.01%,1 - 2 - 0,33.33%,/decks/weezing-omastar-a1?game=POCKET&format=standard&set=A4a
Meowscarada Alolan Exeggutor,1,0.01%,1 - 2 - 0,33.33%,/decks/meowscarada-a2b-alolan-exeggutor-a3?game=POCKET&format=standard&set=A4a
Aerodactyl ex Exeggutor ex,1,0.01%,2 - 4 - 0,33.33%,/decks/aerodactyl-ex-a1a-exeggutor-ex-a1?game=POCKET&format=standard&set=A4a
Donphan ex Lucario ex,1,0.01%,1 - 2 - 0,33.33%,/decks/donphan-ex-a4-lucario-ex-a2b?game=POCKET&format=standard&set=A4a
Tentacruel Omastar,1,0.01%,2 - 4 - 0,33.33%,/decks/tentacruel-omastar-a1?game=POCKET&format=standard&set=A4a
Mew ex Giratina ex,1,0.01%,1 - 2 - 0,33.33%,/decks/mew-ex-a1a-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Raikou ex Yanmega ex,1,0.01%,1 - 2 - 0,33.33%,/decks/raikou-ex-a4a-yanmega-ex-a2?game=POCKET&format=standard&set=A4a
Porygon-Z Zeraora,1,0.01%,2 - 4 - 0,33.33%,/decks/porygon-z-a2-zeraora-a3a?game=POCKET&format=standard&set=A4a
Dialga ex Tinkaton ex,1,0.01%,1 - 2 - 0,33.33%,/decks/dialga-ex-a2-tinkaton-ex-a2b?game=POCKET&format=standard&set=A4a
Tyranitar Zangoose,1,0.01%,1 - 2 - 0,33.33%,/decks/tyranitar-a2a-zangoose-a4a?game=POCKET&format=standard&set=A4a
Umbreon ex Paldean Clodsire ex,1,0.01%,2 - 4 - 0,33.33%,/decks/umbreon-ex-a4-paldean-clodsire-ex-a2b?game=POCKET&format=standard&set=A4a
Donphan ex Dugtrio,1,0.01%,2 - 4 - 0,33.33%,/decks/donphan-ex-a4-dugtrio-a4a?game=POCKET&format=standard&set=A4a
Sylveon ex Poliwrath ex,1,0.01%,2 - 4 - 0,33.33%,/decks/sylveon-ex-a3b-poliwrath-ex-a4a?game=POCKET&format=standard&set=A4a
Buzzwole ex Shuckle ex,1,0.01%,1 - 2 - 0,33.33%,/decks/buzzwole-ex-a3a-shuckle-ex-a4?game=POCKET&format=standard&set=A4a
Charizard ex Talonflame,1,0.01%,1 - 2 - 0,33.33%,/decks/charizard-ex-a2b-talonflame-a4a?game=POCKET&format=standard&set=A4a
Primarina ex Milotic,1,0.01%,1 - 2 - 0,33.33%,/decks/primarina-ex-a3b-milotic-a4a?game=POCKET&format=standard&set=A4a
Garchomp Druddigon,1,0.01%,1 - 2 - 0,33.33%,/decks/garchomp-a2-druddigon-a1a?game=POCKET&format=standard&set=A4a
Raikou ex Boltund,1,0.01%,1 - 2 - 0,33.33%,/decks/raikou-ex-boltund-a4a?game=POCKET&format=standard&set=A4a
Pikachu ex Raichu,1,0.01%,1 - 2 - 0,33.33%,/decks/pikachu-ex-a1-raichu-a1a?game=POCKET&format=standard&set=A4a
Skarmory ex Steelix,1,0.01%,2 - 3 - 1,33.33%,/decks/skarmory-ex-steelix-a4?game=POCKET&format=standard&set=A4a
Sylveon ex Bastiodon,1,0.01%,2 - 4 - 0,33.33%,/decks/sylveon-ex-a3b-bastiodon-a2?game=POCKET&format=standard&set=A4a
Garchomp ex Hitmonlee,1,0.01%,2 - 4 - 0,33.33%,/decks/garchomp-ex-a2a-hitmonlee-a1?game=POCKET&format=standard&set=A4a
Pikachu ex Mew ex,1,0.01%,2 - 4 - 0,33.33%,/decks/pikachu-ex-a2b-mew-ex-a1a?game=POCKET&format=standard&set=A4a
Rayquaza ex Meowscarada,1,0.01%,2 - 4 - 0,33.33%,/decks/rayquaza-ex-p-a-meowscarada-a2b?game=POCKET&format=standard&set=A4a
Eevee ex Pikachu ex,1,0.01%,1 - 2 - 0,33.33%,/decks/eevee-ex-a3b-pikachu-ex-a2b?game=POCKET&format=standard&set=A4a
Pikachu ex Magnezone,1,0.01%,1 - 2 - 0,33.33%,/decks/pikachu-ex-a1-magnezone-a2?game=POCKET&format=standard&set=A4a
Dragonite Greninja,1,0.01%,1 - 2 - 0,33.33%,/decks/dragonite-greninja-a1?game=POCKET&format=standard&set=A4a
Articuno ex Palkia ex,1,0.01%,2 - 3 - 1,33.33%,/decks/articuno-ex-a1-palkia-ex-a2?game=POCKET&format=standard&set=A4a
Sylveon ex Mew ex,1,0.01%,2 - 4 - 0,33.33%,/decks/sylveon-ex-a3b-mew-ex-a1a?game=POCKET&format=standard&set=A4a
Zoroark Nihilego,1,0.01%,2 - 4 - 0,33.33%,/decks/zoroark-a4a-nihilego-a3a?game=POCKET&format=standard&set=A4a
Suicune ex Altaria,1,0.01%,1 - 2 - 0,33.33%,/decks/suicune-ex-altaria-a4a?game=POCKET&format=standard&set=A4a
Mew ex Snorlax ex,1,0.01%,2 - 4 - 0,33.33%,/decks/mew-ex-a1a-snorlax-ex-a3b?game=POCKET&format=standard&set=A4a
Mismagius ex Galarian Cursola,1,0.01%,1 - 2 - 0,33.33%,/decks/mismagius-ex-a4b-galarian-cursola-a4a?game=POCKET&format=standard&set=A4a
Pikachu ex Oricorio,1,0.01%,2 - 3 - 1,33.33%,/decks/pikachu-ex-oricorio-a4b?game=POCKET&format=standard&set=A4a
Paldean Clodsire ex Nihilego,1,0.01%,1 - 2 - 0,33.33%,/decks/paldean-clodsire-ex-nihilego-a4b?game=POCKET&format=standard&set=A4a
Eevee ex Flareon ex,1,0.01%,1 - 2 - 0,33.33%,/decks/eevee-ex-flareon-ex-a3b?game=POCKET&format=standard&set=A4a
Solgaleo ex Sylveon ex,1,0.01%,1 - 2 - 0,33.33%,/decks/solgaleo-ex-a3-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Charizard ex Silvally,1,0.01%,3 - 6 - 0,33.33%,/decks/charizard-ex-a2b-silvally-a3a?game=POCKET&format=standard&set=A4a
Umbreon ex Silvally,1,0.01%,1 - 2 - 0,33.33%,/decks/umbreon-ex-a4-silvally-a3a?game=POCKET&format=standard&set=A4a
Guzzlord ex Pichu,1,0.01%,1 - 2 - 0,33.33%,/decks/guzzlord-ex-a3a-pichu-a4?game=POCKET&format=standard&set=A4a
Mismagius ex Mismagius,1,0.01%,2 - 5 - 0,28.57%,/decks/mismagius-ex-a2-mismagius-a4a?game=POCKET&format=standard&set=A4a
Paldean Clodsire ex Scolipede,1,0.01%,2 - 5 - 0,28.57%,/decks/paldean-clodsire-ex-a2b-scolipede-a1a?game=POCKET&format=standard&set=A4a
Gallade ex Passimian ex,1,0.01%,2 - 5 - 0,28.57%,/decks/gallade-ex-a2-passimian-ex-a3?game=POCKET&format=standard&set=A4a
Crobat ex Paldean Clodsire ex,1,0.01%,2 - 5 - 0,28.57%,/decks/crobat-ex-paldean-clodsire-ex-a4b?game=POCKET&format=standard&set=A4a
Greninja Darkrai ex,1,0.01%,2 - 5 - 0,28.57%,/decks/greninja-a1-darkrai-ex-a2?game=POCKET&format=standard&set=A4a
Decidueye ex Giratina ex,1,0.01%,1 - 3 - 0,25.00%,/decks/decidueye-ex-a3-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Umbreon Zoroark,1,0.01%,1 - 3 - 0,25.00%,/decks/umbreon-a3b-zoroark-a4a?game=POCKET&format=standard&set=A4a
Suicune ex Suicune,1,0.01%,1 - 3 - 0,25.00%,/decks/suicune-ex-a4a-suicune-a4?game=POCKET&format=standard&set=A4a
Lucario ex Dugtrio,1,0.01%,1 - 3 - 0,25.00%,/decks/lucario-ex-a2b-dugtrio-a4a?game=POCKET&format=standard&set=A4a
Alolan Dugtrio ex Klinklang,1,0.01%,1 - 3 - 0,25.00%,/decks/alolan-dugtrio-ex-a3a-klinklang-a4?game=POCKET&format=standard&set=A4a
Mismagius ex Galarian Cursola,1,0.01%,1 - 3 - 0,25.00%,/decks/mismagius-ex-a2-galarian-cursola-a4a?game=POCKET&format=standard&set=A4a
Altaria Mantyke,1,0.01%,1 - 3 - 0,25.00%,/decks/altaria-mantyke-a4a?game=POCKET&format=standard&set=A4a
Blastoise Vaporeon,1,0.01%,1 - 3 - 0,25.00%,/decks/blastoise-a1-vaporeon-a1a?game=POCKET&format=standard&set=A4a
Lanturn ex Oricorio,1,0.01%,1 - 3 - 0,25.00%,/decks/lanturn-ex-a4-oricorio-a3?game=POCKET&format=standard&set=A4a
Giratina ex Alakazam,1,0.01%,1 - 3 - 0,25.00%,/decks/giratina-ex-alakazam-a2b?game=POCKET&format=standard&set=A4a
Alolan Raichu ex Mantyke,1,0.01%,1 - 3 - 0,25.00%,/decks/alolan-raichu-ex-a3-mantyke-a4a?game=POCKET&format=standard&set=A4a
Rampardos Hitmonchan,1,0.01%,1 - 3 - 0,25.00%,/decks/rampardos-a2-hitmonchan-a1?game=POCKET&format=standard&set=A4a
Darkrai ex Greninja,1,0.01%,1 - 3 - 0,25.00%,/decks/darkrai-ex-a2-greninja-a1?game=POCKET&format=standard&set=A4a
Crobat Nihilego,1,0.01%,1 - 3 - 0,25.00%,/decks/crobat-a2a-nihilego-a3a?game=POCKET&format=standard&set=A4a
Magnezone Silvally,1,0.01%,1 - 3 - 0,25.00%,/decks/magnezone-a2-silvally-a3a?game=POCKET&format=standard&set=A4a
Porygon-Z Crawdaunt,1,0.01%,1 - 3 - 0,25.00%,/decks/porygon-z-crawdaunt-a4?game=POCKET&format=standard&set=A4a
Umbreon ex Weavile ex,1,0.01%,1 - 3 - 0,25.00%,/decks/umbreon-ex-a4-weavile-ex-a2?game=POCKET&format=standard&set=A4a
Garchomp Cleffa,1,0.01%,1 - 3 - 0,25.00%,/decks/garchomp-a2-cleffa-a4?game=POCKET&format=standard&set=A4a
Paldean Clodsire ex Absol,1,0.01%,1 - 2 - 1,25.00%,/decks/paldean-clodsire-ex-a2b-absol-a4?game=POCKET&format=standard&set=A4a
Machamp ex Garchomp ex,1,0.01%,1 - 3 - 0,25.00%,/decks/machamp-ex-a1-garchomp-ex-a2a?game=POCKET&format=standard&set=A4a
Sylveon ex Garchomp ex,1,0.01%,1 - 3 - 0,25.00%,/decks/sylveon-ex-a3b-garchomp-ex-a2a?game=POCKET&format=standard&set=A4a
Shuckle ex Exeggutor ex,1,0.01%,1 - 3 - 0,25.00%,/decks/shuckle-ex-a4-exeggutor-ex-a1?game=POCKET&format=standard&set=A4a
Infernape ex Silvally,1,0.01%,1 - 3 - 0,25.00%,/decks/infernape-ex-a2-silvally-a3a?game=POCKET&format=standard&set=A4a
Jumpluff ex Zoroark,1,0.01%,1 - 3 - 0,25.00%,/decks/jumpluff-ex-zoroark-a4a?game=POCKET&format=standard&set=A4a
Blastoise ex Wugtrio ex,1,0.01%,1 - 3 - 0,25.00%,/decks/blastoise-ex-a1-wugtrio-ex-a2b?game=POCKET&format=standard&set=A4a
Giratina ex Silvally,1,0.01%,1 - 3 - 0,25.00%,/decks/giratina-ex-silvally-a4b?game=POCKET&format=standard&set=A4a
Paldean Clodsire ex Crobat ex,1,0.01%,1 - 3 - 0,25.00%,/decks/paldean-clodsire-ex-a2b-crobat-ex-a4?game=POCKET&format=standard&set=A4a
Starmie ex Articuno,1,0.01%,1 - 3 - 0,25.00%,/decks/starmie-ex-articuno-a1?game=POCKET&format=standard&set=A4a
Jumpluff ex Giratina ex,1,0.01%,1 - 3 - 0,25.00%,/decks/jumpluff-ex-a4a-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Jolteon Zebstrika,1,0.01%,1 - 3 - 0,25.00%,/decks/jolteon-zebstrika-a1?game=POCKET&format=standard&set=A4a
Suicune ex Blissey,1,0.01%,1 - 3 - 0,25.00%,/decks/suicune-ex-a4a-blissey-a4?game=POCKET&format=standard&set=A4a
Alakazam Meowth,1,0.01%,1 - 3 - 0,25.00%,/decks/alakazam-meowth-a1?game=POCKET&format=standard&set=A4a
Darkrai ex Altaria,1,0.01%,1 - 3 - 0,25.00%,/decks/darkrai-ex-a2-altaria-a4a?game=POCKET&format=standard&set=A4a
Rayquaza ex Dialga ex,1,0.01%,1 - 3 - 0,25.00%,/decks/rayquaza-ex-p-a-dialga-ex-a2?game=POCKET&format=standard&set=A4a
Exeggutor ex Scyther,1,0.01%,1 - 3 - 0,25.00%,/decks/exeggutor-ex-scyther-a1?game=POCKET&format=standard&set=A4a
Blastoise ex Vaporeon,1,0.01%,1 - 3 - 0,25.00%,/decks/blastoise-ex-a1-vaporeon-a1a?game=POCKET&format=standard&set=A4a
Palkia ex Blastoise ex,1,0.01%,1 - 3 - 0,25.00%,/decks/palkia-ex-a2-blastoise-ex-a1?game=POCKET&format=standard&set=A4a
Sylveon ex Zoroark,1,0.01%,1 - 3 - 0,25.00%,/decks/sylveon-ex-a3b-zoroark-a4a?game=POCKET&format=standard&set=A4a
Bibarel ex Bibarel,1,0.01%,1 - 3 - 0,25.00%,/decks/bibarel-ex-a2b-bibarel-a2?game=POCKET&format=standard&set=A4a
Dragonite Oricorio,1,0.01%,1 - 3 - 0,25.00%,/decks/dragonite-a1-oricorio-a3?game=POCKET&format=standard&set=A4a
Celebi ex Magby,1,0.01%,1 - 3 - 0,25.00%,/decks/celebi-ex-a1a-magby-a4?game=POCKET&format=standard&set=A4a
Gyarados ex Miltank,1,0.01%,1 - 3 - 0,25.00%,/decks/gyarados-ex-a1a-miltank-a4a?game=POCKET&format=standard&set=A4a
Sylveon ex Silvally,1,0.01%,1 - 3 - 0,25.00%,/decks/sylveon-ex-a3b-silvally-a3a?game=POCKET&format=standard&set=A4a
Solgaleo ex Galarian Cursola,1,0.01%,1 - 3 - 0,25.00%,/decks/solgaleo-ex-a4b-galarian-cursola-a4a?game=POCKET&format=standard&set=A4a
Silvally Giratina ex,1,0.01%,1 - 3 - 0,25.00%,/decks/silvally-giratina-ex-a4b?game=POCKET&format=standard&set=A4a
Incineroar Flareon,1,0.01%,1 - 3 - 0,25.00%,/decks/incineroar-flareon-a3b?game=POCKET&format=standard&set=A4a
Gengar ex Sylveon ex,1,0.01%,1 - 3 - 0,25.00%,/decks/gengar-ex-a1-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Greninja Lapras,1,0.01%,1 - 3 - 0,25.00%,/decks/greninja-lapras-a1?game=POCKET&format=standard&set=A4a
Yanmega ex Oricorio,1,0.01%,1 - 3 - 0,25.00%,/decks/yanmega-ex-a2-oricorio-a3?game=POCKET&format=standard&set=A4a
Gengar ex Mew ex,1,0.01%,1 - 4 - 0,20.00%,/decks/gengar-ex-a1-mew-ex-a1a?game=POCKET&format=standard&set=A4a
Crobat ex,1,0.01%,1 - 4 - 0,20.00%,/decks/crobat-ex-a4?game=POCKET&format=standard&set=A4a
Porygon-Z Arceus ex,1,0.01%,1 - 4 - 0,20.00%,/decks/porygon-z-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Alolan Exeggutor Rampardos,1,0.01%,1 - 4 - 0,20.00%,/decks/alolan-exeggutor-a3-rampardos-a2?game=POCKET&format=standard&set=A4a
Zebstrika Heliolisk,1,0.01%,1 - 4 - 0,20.00%,/decks/zebstrika-heliolisk-a1?game=POCKET&format=standard&set=A4a
Silvally Espeon,1,0.01%,1 - 4 - 0,20.00%,/decks/silvally-a3a-espeon-a3b?game=POCKET&format=standard&set=A4a
Guzzlord ex Celesteela,1,0.01%,1 - 4 - 0,20.00%,/decks/guzzlord-ex-celesteela-a4b?game=POCKET&format=standard&set=A4a
Charizard ex Incineroar ex,1,0.01%,1 - 3 - 1,20.00%,/decks/charizard-ex-a1-incineroar-ex-a3?game=POCKET&format=standard&set=A4a
Gallade ex Sylveon ex,1,0.01%,1 - 4 - 0,20.00%,/decks/gallade-ex-a2-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Rayquaza ex Pichu,1,0.01%,1 - 4 - 0,20.00%,/decks/rayquaza-ex-p-a-pichu-a4?game=POCKET&format=standard&set=A4a
Machamp ex Lycanroc,1,0.01%,1 - 4 - 0,20.00%,/decks/machamp-ex-a1-lycanroc-a3?game=POCKET&format=standard&set=A4a
Weezing Nihilego,1,0.01%,1 - 4 - 0,20.00%,/decks/weezing-a1-nihilego-a3a?game=POCKET&format=standard&set=A4a
Mewtwo ex Arceus ex,1,0.01%,1 - 4 - 0,20.00%,/decks/mewtwo-ex-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Crabominable ex Greninja,1,0.01%,1 - 4 - 0,20.00%,/decks/crabominable-ex-a3-greninja-a1?game=POCKET&format=standard&set=A4a
Lunala ex Sylveon ex,1,0.01%,1 - 4 - 0,20.00%,/decks/lunala-ex-a3-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Beedrill ex Sylveon ex,1,0.01%,1 - 4 - 0,20.00%,/decks/beedrill-ex-a2b-sylveon-ex-a3b?game=POCKET&format=standard&set=A4a
Espeon ex Gengar,1,0.01%,1 - 4 - 0,20.00%,/decks/espeon-ex-a4-gengar-a2a?game=POCKET&format=standard&set=A4a
Arceus ex Zapdos ex,1,0.01%,1 - 4 - 0,20.00%,/decks/arceus-ex-a2a-zapdos-ex-a1?game=POCKET&format=standard&set=A4a
Raikou ex Luxray,1,0.01%,1 - 4 - 0,20.00%,/decks/raikou-ex-a4a-luxray-a3a?game=POCKET&format=standard&set=A4a
Garchomp Poliwrath ex,1,0.01%,1 - 4 - 0,20.00%,/decks/garchomp-a2-poliwrath-ex-a4a?game=POCKET&format=standard&set=A4a
Primarina ex Seaking,1,0.01%,1 - 5 - 0,16.67%,/decks/primarina-ex-a3b-seaking-a1?game=POCKET&format=standard&set=A4a
Magnezone Arceus,1,0.01%,1 - 5 - 0,16.67%,/decks/magnezone-arceus-a2a?game=POCKET&format=standard&set=A4a
Venusaur ex Lilligant,1,0.01%,0 - 4 - 0,0.00%,/decks/venusaur-ex-lilligant-a1?game=POCKET&format=standard&set=A4a
Alolan Muk ex Murkrow,1,0.01%,0 - 3 - 0,0.00%,/decks/alolan-muk-ex-a3-murkrow-a4?game=POCKET&format=standard&set=A4a
Jumpluff ex Leafeon ex,1,0.01%,0 - 3 - 0,0.00%,/decks/jumpluff-ex-a4a-leafeon-ex-a2a?game=POCKET&format=standard&set=A4a
Arceus ex Magby,1,0.01%,0 - 1 - 0,0.00%,/decks/arceus-ex-a2a-magby-a4?game=POCKET&format=standard&set=A4a
Mew ex Palkia ex,1,0.01%,0 - 3 - 0,0.00%,/decks/mew-ex-a1a-palkia-ex-a2?game=POCKET&format=standard&set=A4a
Umbreon ex,1,0.01%,0 - 2 - 0,0.00%,/decks/umbreon-ex-a4?game=POCKET&format=standard&set=A4a
Slowking Suicune ex,1,0.01%,0 - 3 - 0,0.00%,/decks/slowking-suicune-ex-a4a?game=POCKET&format=standard&set=A4a
Lucario ex Lucario,1,0.01%,0 - 2 - 0,0.00%,/decks/lucario-ex-a2b-lucario-a2?game=POCKET&format=standard&set=A4a
Mewtwo ex Darkrai ex,1,0.01%,0 - 3 - 0,0.00%,/decks/mewtwo-ex-a1-darkrai-ex-a2?game=POCKET&format=standard&set=A4a
Alolan Exeggutor Meowscarada,1,0.01%,0 - 2 - 0,0.00%,/decks/alolan-exeggutor-a3-meowscarada-a2b?game=POCKET&format=standard&set=A4a
Galarian Cursola Giratina ex,1,0.01%,0 - 2 - 0,0.00%,/decks/galarian-cursola-a4a-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Zapdos ex Oricorio,1,0.01%,0 - 2 - 0,0.00%,/decks/zapdos-ex-a1-oricorio-a3?game=POCKET&format=standard&set=A4a
Starmie ex Arceus ex,1,0.01%,0 - 2 - 0,0.00%,/decks/starmie-ex-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A4a
Dragonite ex Ho-Oh ex,1,0.01%,0 - 3 - 0,0.00%,/decks/dragonite-ex-a3b-ho-oh-ex-a4?game=POCKET&format=standard&set=A4a
Gengar ex Kangaskhan,1,0.01%,0 - 1 - 0,0.00%,/decks/gengar-ex-kangaskhan-a1?game=POCKET&format=standard&set=A4a
Beedrill ex Alolan Exeggutor,1,0.01%,0 - 2 - 0,0.00%,/decks/beedrill-ex-a2b-alolan-exeggutor-a3?game=POCKET&format=standard&set=A4a
Suicune ex Dragonite,1,0.01%,0 - 2 - 0,0.00%,/decks/suicune-ex-a4a-dragonite-a1?game=POCKET&format=standard&set=A4a
Paldean Clodsire ex Umbreon,1,0.01%,0 - 3 - 0,0.00%,/decks/paldean-clodsire-ex-a2b-umbreon-a3b?game=POCKET&format=standard&set=A4a
Arceus ex Snorlax,1,0.01%,0 - 3 - 0,0.00%,/decks/arceus-ex-snorlax-a2a?game=POCKET&format=standard&set=A4a
Tauros Magby,1,0.01%,0 - 2 - 0,0.00%,/decks/tauros-a1a-magby-a4?game=POCKET&format=standard&set=A4a
Entei ex Moltres ex,1,0.01%,0 - 4 - 0,0.00%,/decks/entei-ex-a4a-moltres-ex-a1?game=POCKET&format=standard&set=A4a
Blissey ex Miltank,1,0.01%,0 - 1 - 0,0.00%,/decks/blissey-ex-p-a-miltank-a4a?game=POCKET&format=standard&set=A4a
Weavile ex Weezing,1,0.01%,0 - 4 - 0,0.00%,/decks/weavile-ex-a2-weezing-a1?game=POCKET&format=standard&set=A4a
Luxray Zeraora,1,0.01%,0 - 4 - 0,0.00%,/decks/luxray-zeraora-a3a?game=POCKET&format=standard&set=A4a
Palkia ex Articuno ex,1,0.01%,0 - 5 - 0,0.00%,/decks/palkia-ex-a2-articuno-ex-a1?game=POCKET&format=standard&set=A4a
Leafeon ex Decidueye ex,1,0.01%,0 - 2 - 0,0.00%,/decks/leafeon-ex-decidueye-ex-a4b?game=POCKET&format=standard&set=A4a
Aerodactyl ex Lycanroc ex,1,0.01%,0 - 2 - 0,0.00%,/decks/aerodactyl-ex-a1a-lycanroc-ex-a3a?game=POCKET&format=standard&set=A4a
Jumpluff ex Sylveon ex,1,0.01%,0 - 2 - 0,0.00%,/decks/jumpluff-ex-a4a-sylveon-ex-a4b?game=POCKET&format=standard&set=A4a
Arcanine ex Magby,1,0.01%,0 - 3 - 1,0.00%,/decks/arcanine-ex-a1-magby-a4?game=POCKET&format=standard&set=A4a
Farfetch'd Igglybuff,1,0.01%,0 - 1 - 0,0.00%,/decks/farfetchd-a1-igglybuff-a4a?game=POCKET&format=standard&set=A4a
Dragonite ex Sylveon ex,1,0.01%,0 - 4 - 0,0.00%,/decks/dragonite-ex-sylveon-ex-a4b?game=POCKET&format=standard&set=A4a
Magnezone Meowscarada,1,0.01%,0 - 2 - 0,0.00%,/decks/magnezone-a2-meowscarada-a2b?game=POCKET&format=standard&set=A4a
Garchomp Giratina ex,1,0.01%,0 - 3 - 0,0.00%,/decks/garchomp-a2-giratina-ex-a2b?game=POCKET&format=standard&set=A4a
Pikachu ex Pachirisu,1,0.01%,0 - 1 - 0,0.00%,/decks/pikachu-ex-pachirisu-a2b?game=POCKET&format=standard&set=A4a
Mewtwo ex Swanna,1,0.01%,0 - 3 - 0,0.00%,/decks/mewtwo-ex-swanna-a1?game=POCKET&format=standard&set=A4a
Golem,1,0.01%,0 - 1 - 0,0.00%,/decks/golem-a1a?game=POCKET&format=standard&set=A4a
Magnezone Raikou,1,0.01%,0 - 3 - 0,0.00%,/decks/magnezone-a2-raikou-a4?game=POCKET&format=standard&set=A4a
Passimian ex Dugtrio,1,0.01%,0 - 2 - 0,0.00%,/decks/passimian-ex-a3-dugtrio-a4a?game=POCKET&format=standard&set=A4a
