Deck,Count,Share,Score,Win_Percentage,Deck_links
Palkia ex Lumineon,1,0.00%,4 - 4 - 0,50.00%,/decks/palkia-ex-lumineon-a2?game=POCKET&format=standard&set=A2a
Exeggutor Leafeon,1,0.00%,3 - 3 - 0,50.00%,/decks/exeggutor-a1a-leafeon-a2?game=POCKET&format=standard&set=A2a
Lickilicky ex Origin Forme Palkia,1,0.00%,2 - 2 - 0,50.00%,/decks/lickilicky-ex-a2-origin-forme-palkia-a2a?game=POCKET&format=standard&set=A2a
Celebi ex Shaymin,1,0.00%,4 - 4 - 0,50.00%,/decks/celebi-ex-a1a-shaymin-a2a?game=POCKET&format=standard&set=A2a
Glaceon ex Crobat,1,0.00%,2 - 2 - 0,50.00%,/decks/glaceon-ex-crobat-a2a?game=POCKET&format=standard&set=A2a
Gyarados ex Spiritomb,1,0.00%,3 - 3 - 0,50.00%,/decks/gyarados-ex-a1a-spiritomb-a2?game=POCKET&format=standard&set=A2a
Glaceon ex Hypno,1,0.00%,4 - 4 - 0,50.00%,/decks/glaceon-ex-a2a-hypno-a1?game=POCKET&format=standard&set=A2a
Pidgeot ex Electivire,1,0.00%,1 - 1 - 0,50.00%,/decks/pidgeot-ex-a1a-electivire-a2?game=POCKET&format=standard&set=A2a
Mewtwo ex Dusknoir,1,0.00%,2 - 2 - 0,50.00%,/decks/mewtwo-ex-a1-dusknoir-a2?game=POCKET&format=standard&set=A2a
Machamp ex Dodrio,1,0.00%,2 - 2 - 0,50.00%,/decks/machamp-ex-dodrio-a1?game=POCKET&format=standard&set=A2a
Empoleon Palkia ex,1,0.00%,5 - 5 - 0,50.00%,/decks/empoleon-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Glaceon ex Bruxish,1,0.00%,4 - 4 - 0,50.00%,/decks/glaceon-ex-a2a-bruxish-a1?game=POCKET&format=standard&set=A2a
Garchomp Combee,1,0.00%,2 - 2 - 0,50.00%,/decks/garchomp-combee-a2?game=POCKET&format=standard&set=A2a
Magnezone Toxicroak,1,0.00%,3 - 3 - 0,50.00%,/decks/magnezone-a2-toxicroak-a2a?game=POCKET&format=standard&set=A2a
Dugtrio Rampardos,1,0.00%,3 - 3 - 0,50.00%,/decks/dugtrio-a1-rampardos-a2?game=POCKET&format=standard&set=A2a
Greninja Toxicroak,1,0.00%,2 - 2 - 0,50.00%,/decks/greninja-a1-toxicroak-a2a?game=POCKET&format=standard&set=A2a
Charizard ex Snorlax,1,0.00%,3 - 3 - 0,50.00%,/decks/charizard-ex-a1-snorlax-a2a?game=POCKET&format=standard&set=A2a
Aerodactyl ex Medicham,1,0.00%,5 - 5 - 0,50.00%,/decks/aerodactyl-ex-a1a-medicham-a2a?game=POCKET&format=standard&set=A2a
Dialga ex Shaymin,1,0.00%,1 - 1 - 0,50.00%,/decks/dialga-ex-shaymin-a2?game=POCKET&format=standard&set=A2a
Rapidash Magmar,1,0.00%,4 - 4 - 0,50.00%,/decks/rapidash-magmar-a1a?game=POCKET&format=standard&set=A2a
Gyarados ex Starmie ex,1,0.00%,3 - 3 - 0,50.00%,/decks/gyarados-ex-a1a-starmie-ex-a1?game=POCKET&format=standard&set=A2a
Exeggutor ex Tangrowth,1,0.00%,1 - 1 - 0,50.00%,/decks/exeggutor-ex-a1-tangrowth-a2?game=POCKET&format=standard&set=A2a
Gallade ex Snorlax,1,0.00%,3 - 3 - 0,50.00%,/decks/gallade-ex-a2-snorlax-a1?game=POCKET&format=standard&set=A2a
Palkia ex Gyarados,1,0.00%,1 - 1 - 0,50.00%,/decks/palkia-ex-a2-gyarados-a1?game=POCKET&format=standard&set=A2a
Mew ex Tauros,1,0.00%,2 - 2 - 0,50.00%,/decks/mew-ex-tauros-a1a?game=POCKET&format=standard&set=A2a
Garchomp Hitmonlee,1,0.00%,1 - 1 - 0,50.00%,/decks/garchomp-a2-hitmonlee-a1?game=POCKET&format=standard&set=A2a
Greninja Glaceon ex,1,0.00%,3 - 3 - 0,50.00%,/decks/greninja-a1-glaceon-ex-a2a?game=POCKET&format=standard&set=A2a
Gengar ex Arceus ex,1,0.00%,4 - 4 - 0,50.00%,/decks/gengar-ex-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Lumineon Palkia ex,1,0.00%,1 - 1 - 0,50.00%,/decks/lumineon-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Togekiss Mismagius ex,1,0.00%,4 - 4 - 0,50.00%,/decks/togekiss-mismagius-ex-a2?game=POCKET&format=standard&set=A2a
Wigglytuff ex Aerodactyl ex,1,0.00%,1 - 1 - 0,50.00%,/decks/wigglytuff-ex-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A2a
Magnezone Golduck,1,0.00%,4 - 4 - 1,44.44%,/decks/magnezone-a2-golduck-a1?game=POCKET&format=standard&set=A2a
Glaceon ex Kangaskhan,1,0.00%,3 - 4 - 0,42.86%,/decks/glaceon-ex-a2a-kangaskhan-a1?game=POCKET&format=standard&set=A2a
Gengar ex Jynx,1,0.00%,3 - 4 - 0,42.86%,/decks/gengar-ex-jynx-a1?game=POCKET&format=standard&set=A2a
Snorlax,1,0.00%,3 - 4 - 0,42.86%,/decks/snorlax-a1?game=POCKET&format=standard&set=A2a
Infernape ex Rapidash,1,0.00%,3 - 4 - 0,42.86%,/decks/infernape-ex-a2-rapidash-a1?game=POCKET&format=standard&set=A2a
Blastoise ex Greninja,1,0.00%,3 - 4 - 0,42.86%,/decks/blastoise-ex-greninja-a1?game=POCKET&format=standard&set=A2a
Blastoise ex Leafeon ex,1,0.00%,3 - 4 - 0,42.86%,/decks/blastoise-ex-a1-leafeon-ex-a2a?game=POCKET&format=standard&set=A2a
Venusaur ex Caterpie,1,0.00%,3 - 4 - 0,42.86%,/decks/venusaur-ex-caterpie-a1?game=POCKET&format=standard&set=A2a
Arceus ex Kricketune,1,0.00%,3 - 4 - 0,42.86%,/decks/arceus-ex-a2a-kricketune-a2?game=POCKET&format=standard&set=A2a
Dragonite Gyarados ex,1,0.00%,3 - 4 - 0,42.86%,/decks/dragonite-a1-gyarados-ex-a1a?game=POCKET&format=standard&set=A2a
Exeggutor ex Leafeon,1,0.00%,3 - 4 - 0,42.86%,/decks/exeggutor-ex-a1-leafeon-a2?game=POCKET&format=standard&set=A2a
Arceus ex Lucario,1,0.00%,3 - 4 - 0,42.86%,/decks/arceus-ex-a2a-lucario-a2?game=POCKET&format=standard&set=A2a
Rampardos Leafeon,1,0.00%,3 - 4 - 0,42.86%,/decks/rampardos-leafeon-a2?game=POCKET&format=standard&set=A2a
Rampardos Arceus ex,1,0.00%,3 - 4 - 0,42.86%,/decks/rampardos-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Exeggutor ex Lilligant,1,0.00%,3 - 4 - 0,42.86%,/decks/exeggutor-ex-lilligant-a1?game=POCKET&format=standard&set=A2a
Venusaur ex Celebi ex,1,0.00%,3 - 4 - 0,42.86%,/decks/venusaur-ex-a1-celebi-ex-a1a?game=POCKET&format=standard&set=A2a
Dragonite Kangaskhan,1,0.00%,3 - 4 - 0,42.86%,/decks/dragonite-kangaskhan-a1?game=POCKET&format=standard&set=A2a
Articuno ex Blastoise,1,0.00%,3 - 4 - 0,42.86%,/decks/articuno-ex-blastoise-a1?game=POCKET&format=standard&set=A2a
Palkia ex Purugly,1,0.00%,3 - 4 - 0,42.86%,/decks/palkia-ex-purugly-a2?game=POCKET&format=standard&set=A2a
Venusaur Tangrowth,1,0.00%,2 - 3 - 0,40.00%,/decks/venusaur-a1-tangrowth-a2?game=POCKET&format=standard&set=A2a
Exeggutor ex Parasect,1,0.00%,2 - 3 - 0,40.00%,/decks/exeggutor-ex-parasect-a1?game=POCKET&format=standard&set=A2a
Gallade ex Gardevoir,1,0.00%,2 - 3 - 0,40.00%,/decks/gallade-ex-a2-gardevoir-a1?game=POCKET&format=standard&set=A2a
Bisharp Mew ex,1,0.00%,2 - 3 - 0,40.00%,/decks/bisharp-a1-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Palkia ex Phione,1,0.00%,2 - 3 - 0,40.00%,/decks/palkia-ex-a2-phione-a2a?game=POCKET&format=standard&set=A2a
Articuno ex Blastoise ex,1,0.00%,2 - 3 - 0,40.00%,/decks/articuno-ex-blastoise-ex-a1?game=POCKET&format=standard&set=A2a
Moltres ex Centiskorch,1,0.00%,2 - 3 - 0,40.00%,/decks/moltres-ex-centiskorch-a1?game=POCKET&format=standard&set=A2a
Staraptor Houndoom,1,0.00%,2 - 3 - 0,40.00%,/decks/staraptor-a2-houndoom-a2a?game=POCKET&format=standard&set=A2a
Palkia ex Bronzong,1,0.00%,2 - 3 - 0,40.00%,/decks/palkia-ex-a2-bronzong-a2a?game=POCKET&format=standard&set=A2a
Alakazam Farfetch'd,1,0.00%,2 - 3 - 0,40.00%,/decks/alakazam-farfetchd-a1?game=POCKET&format=standard&set=A2a
Golem Manaphy,1,0.00%,2 - 3 - 0,40.00%,/decks/golem-a1-manaphy-a2?game=POCKET&format=standard&set=A2a
Wigglytuff ex Magnezone,1,0.00%,2 - 3 - 0,40.00%,/decks/wigglytuff-ex-a1-magnezone-a2?game=POCKET&format=standard&set=A2a
Lapras ex Shaymin,1,0.00%,2 - 3 - 0,40.00%,/decks/lapras-ex-p-a-shaymin-a2?game=POCKET&format=standard&set=A2a
Raichu Pachirisu ex,1,0.00%,2 - 3 - 0,40.00%,/decks/raichu-a2a-pachirisu-ex-a2?game=POCKET&format=standard&set=A2a
Starmie ex Staraptor,1,0.00%,4 - 6 - 0,40.00%,/decks/starmie-ex-a1-staraptor-a2a?game=POCKET&format=standard&set=A2a
Yanmega ex Exeggutor ex,1,0.00%,2 - 3 - 0,40.00%,/decks/yanmega-ex-a2-exeggutor-ex-a1?game=POCKET&format=standard&set=A2a
Magnezone Jolteon,1,0.00%,2 - 3 - 0,40.00%,/decks/magnezone-a2-jolteon-a1?game=POCKET&format=standard&set=A2a
Palkia ex Psyduck,1,0.00%,2 - 3 - 0,40.00%,/decks/palkia-ex-a2-psyduck-a1?game=POCKET&format=standard&set=A2a
Garchomp Articuno ex,1,0.00%,2 - 3 - 0,40.00%,/decks/garchomp-a2-articuno-ex-a1?game=POCKET&format=standard&set=A2a
Pidgeot Skarmory,1,0.00%,4 - 6 - 0,40.00%,/decks/pidgeot-a1-skarmory-a2?game=POCKET&format=standard&set=A2a
Gallade ex Lopunny,1,0.00%,2 - 3 - 0,40.00%,/decks/gallade-ex-lopunny-a2?game=POCKET&format=standard&set=A2a
Palkia ex Ditto,1,0.00%,2 - 3 - 0,40.00%,/decks/palkia-ex-a2-ditto-a1?game=POCKET&format=standard&set=A2a
Magnezone Weezing,1,0.00%,2 - 3 - 0,40.00%,/decks/magnezone-a2-weezing-a1?game=POCKET&format=standard&set=A2a
Mew ex Gallade ex,1,0.00%,2 - 3 - 0,40.00%,/decks/mew-ex-a1a-gallade-ex-a2?game=POCKET&format=standard&set=A2a
Aerodactyl ex Bidoof,1,0.00%,2 - 3 - 0,40.00%,/decks/aerodactyl-ex-a1a-bidoof-a2?game=POCKET&format=standard&set=A2a
Infernape ex Charizard ex,1,0.00%,2 - 3 - 0,40.00%,/decks/infernape-ex-a2-charizard-ex-a1?game=POCKET&format=standard&set=A2a
Leafeon ex Pinsir,1,0.00%,2 - 3 - 0,40.00%,/decks/leafeon-ex-a2a-pinsir-a1?game=POCKET&format=standard&set=A2a
Dialga ex Palkia ex,1,0.00%,2 - 3 - 0,40.00%,/decks/dialga-ex-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Celebi ex Lilligant,1,0.00%,2 - 3 - 0,40.00%,/decks/celebi-ex-a1a-lilligant-a1?game=POCKET&format=standard&set=A2a
Pidgeot ex Beheeyem,1,0.00%,2 - 3 - 0,40.00%,/decks/pidgeot-ex-beheeyem-a1a?game=POCKET&format=standard&set=A2a
Infernape ex Druddigon,1,0.00%,2 - 3 - 0,40.00%,/decks/infernape-ex-a2-druddigon-a1a?game=POCKET&format=standard&set=A2a
Lapras ex Magnezone,1,0.00%,3 - 5 - 0,37.50%,/decks/lapras-ex-p-a-magnezone-a2?game=POCKET&format=standard&set=A2a
Palkia ex Skarmory,1,0.00%,3 - 5 - 0,37.50%,/decks/palkia-ex-skarmory-a2?game=POCKET&format=standard&set=A2a
Zapdos ex Arceus ex,1,0.00%,3 - 5 - 0,37.50%,/decks/zapdos-ex-a1-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Arceus ex Exeggutor,1,0.00%,3 - 5 - 0,37.50%,/decks/arceus-ex-a2a-exeggutor-a1a?game=POCKET&format=standard&set=A2a
Luxray Lopunny,1,0.00%,3 - 5 - 0,37.50%,/decks/luxray-lopunny-a2?game=POCKET&format=standard&set=A2a
Staraptor Celebi ex,1,0.00%,1 - 2 - 0,33.33%,/decks/staraptor-a2-celebi-ex-a1a?game=POCKET&format=standard&set=A2a
Arceus ex Ambipom,1,0.00%,1 - 2 - 0,33.33%,/decks/arceus-ex-a2a-ambipom-a2?game=POCKET&format=standard&set=A2a
Snorlax Druddigon,1,0.00%,1 - 2 - 0,33.33%,/decks/snorlax-a2a-druddigon-a1a?game=POCKET&format=standard&set=A2a
Arceus ex Cresselia ex,1,0.00%,1 - 2 - 0,33.33%,/decks/arceus-ex-a2a-cresselia-ex-p-a?game=POCKET&format=standard&set=A2a
Wigglytuff ex Snorlax,1,0.00%,1 - 2 - 0,33.33%,/decks/wigglytuff-ex-a1-snorlax-a2a?game=POCKET&format=standard&set=A2a
Leafeon ex Bastiodon,1,0.00%,2 - 3 - 1,33.33%,/decks/leafeon-ex-a2a-bastiodon-a2?game=POCKET&format=standard&set=A2a
Gardevoir Mismagius ex,1,0.00%,1 - 2 - 0,33.33%,/decks/gardevoir-a1-mismagius-ex-a2?game=POCKET&format=standard&set=A2a
Noctowl Arceus ex,1,0.00%,1 - 2 - 0,33.33%,/decks/noctowl-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Vileplume Bellossom,1,0.00%,2 - 4 - 0,33.33%,/decks/vileplume-a1-bellossom-a2?game=POCKET&format=standard&set=A2a
Magnezone Carnivine,1,0.00%,1 - 2 - 0,33.33%,/decks/magnezone-a2-carnivine-a2a?game=POCKET&format=standard&set=A2a
Wigglytuff ex Mismagius ex,1,0.00%,1 - 2 - 0,33.33%,/decks/wigglytuff-ex-a1-mismagius-ex-a2?game=POCKET&format=standard&set=A2a
Arceus ex Ninetales,1,0.00%,2 - 3 - 1,33.33%,/decks/arceus-ex-a2a-ninetales-a1?game=POCKET&format=standard&set=A2a
Garchomp ex Grapploct,1,0.00%,2 - 4 - 0,33.33%,/decks/garchomp-ex-a2a-grapploct-a1?game=POCKET&format=standard&set=A2a
Gyarados Palkia ex,1,0.00%,1 - 2 - 0,33.33%,/decks/gyarados-a1-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Darkrai ex Toxicroak,1,0.00%,1 - 2 - 0,33.33%,/decks/darkrai-ex-toxicroak-a2?game=POCKET&format=standard&set=A2a
Starmie ex Magnezone,1,0.00%,1 - 2 - 0,33.33%,/decks/starmie-ex-a1-magnezone-a2?game=POCKET&format=standard&set=A2a
Tauros Origin Forme Palkia,1,0.00%,1 - 2 - 0,33.33%,/decks/tauros-a1a-origin-forme-palkia-a2a?game=POCKET&format=standard&set=A2a
Kabutops Mew ex,1,0.00%,1 - 2 - 0,33.33%,/decks/kabutops-a1-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Wormadam Dialga ex,1,0.00%,1 - 2 - 0,33.33%,/decks/wormadam-dialga-ex-a2?game=POCKET&format=standard&set=A2a
Skarmory Wormadam,1,0.00%,2 - 4 - 0,33.33%,/decks/skarmory-wormadam-a2?game=POCKET&format=standard&set=A2a
Jigglypuff Lickitung,1,0.00%,1 - 2 - 0,33.33%,/decks/jigglypuff-p-a-lickitung-a1?game=POCKET&format=standard&set=A2a
Luxray Bibarel,1,0.00%,1 - 2 - 0,33.33%,/decks/luxray-bibarel-a2?game=POCKET&format=standard&set=A2a
Magnezone Wigglytuff ex,1,0.00%,1 - 2 - 0,33.33%,/decks/magnezone-a2-wigglytuff-ex-a1?game=POCKET&format=standard&set=A2a
Victreebel,1,0.00%,2 - 4 - 0,33.33%,/decks/victreebel-a1?game=POCKET&format=standard&set=A2a
Pidgeot Dragonite,1,0.00%,1 - 2 - 0,33.33%,/decks/pidgeot-dragonite-a1?game=POCKET&format=standard&set=A2a
Vespiquen Magnezone,1,0.00%,2 - 4 - 0,33.33%,/decks/vespiquen-magnezone-a2?game=POCKET&format=standard&set=A2a
Weavile ex Darkrai,1,0.00%,1 - 2 - 0,33.33%,/decks/weavile-ex-darkrai-a2?game=POCKET&format=standard&set=A2a
Wormadam Snorlax,1,0.00%,1 - 2 - 0,33.33%,/decks/wormadam-a2-snorlax-a2a?game=POCKET&format=standard&set=A2a
Staraptor Farfetch'd,1,0.00%,1 - 2 - 0,33.33%,/decks/staraptor-a2a-farfetchd-a1?game=POCKET&format=standard&set=A2a
Moltres ex Dialga ex,1,0.00%,2 - 4 - 0,33.33%,/decks/moltres-ex-a1-dialga-ex-a2?game=POCKET&format=standard&set=A2a
Venusaur ex Heracross,1,0.00%,1 - 2 - 0,33.33%,/decks/venusaur-ex-a1-heracross-a2a?game=POCKET&format=standard&set=A2a
Rampardos Primeape,1,0.00%,1 - 2 - 0,33.33%,/decks/rampardos-a2-primeape-a1?game=POCKET&format=standard&set=A2a
Weezing Muk,1,0.00%,1 - 2 - 0,33.33%,/decks/weezing-muk-a1?game=POCKET&format=standard&set=A2a
Pidgeot Exeggutor ex,1,0.00%,1 - 2 - 0,33.33%,/decks/pidgeot-exeggutor-ex-a1?game=POCKET&format=standard&set=A2a
Exeggutor ex Dragonite,1,0.00%,1 - 2 - 0,33.33%,/decks/exeggutor-ex-dragonite-a1?game=POCKET&format=standard&set=A2a
Gengar Mewtwo ex,1,0.00%,1 - 2 - 0,33.33%,/decks/gengar-a2a-mewtwo-ex-a1?game=POCKET&format=standard&set=A2a
Mamoswine Manaphy,1,0.00%,1 - 2 - 0,33.33%,/decks/mamoswine-manaphy-a2?game=POCKET&format=standard&set=A2a
Weavile ex Crobat,1,0.00%,1 - 2 - 0,33.33%,/decks/weavile-ex-a2-crobat-a2a?game=POCKET&format=standard&set=A2a
Yanmega ex Beedrill,1,0.00%,2 - 4 - 0,33.33%,/decks/yanmega-ex-a2-beedrill-a1?game=POCKET&format=standard&set=A2a
Dragonite Jigglypuff,1,0.00%,1 - 2 - 0,33.33%,/decks/dragonite-a1-jigglypuff-p-a?game=POCKET&format=standard&set=A2a
Crobat Tyranitar,1,0.00%,1 - 2 - 0,33.33%,/decks/crobat-tyranitar-a2a?game=POCKET&format=standard&set=A2a
Gallade ex Arceus ex,1,0.00%,1 - 2 - 0,33.33%,/decks/gallade-ex-a2-arceus-ex-a2a?game=POCKET&format=standard&set=A2a
Togekiss Florges,1,0.00%,1 - 2 - 0,33.33%,/decks/togekiss-a2-florges-a1a?game=POCKET&format=standard&set=A2a
Serperior Venusaur ex,1,0.00%,1 - 2 - 0,33.33%,/decks/serperior-a1a-venusaur-ex-a1?game=POCKET&format=standard&set=A2a
Mew ex Togekiss,1,0.00%,2 - 4 - 0,33.33%,/decks/mew-ex-a1a-togekiss-a2?game=POCKET&format=standard&set=A2a
Pachirisu ex Jolteon,1,0.00%,2 - 4 - 0,33.33%,/decks/pachirisu-ex-a2-jolteon-a1?game=POCKET&format=standard&set=A2a
Machamp ex Aerodactyl ex,1,0.00%,1 - 2 - 0,33.33%,/decks/machamp-ex-a1-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A2a
Primeape Sudowoodo,1,0.00%,1 - 2 - 0,33.33%,/decks/primeape-a1a-sudowoodo-a2a?game=POCKET&format=standard&set=A2a
Palkia ex Staraptor,1,0.00%,1 - 2 - 0,33.33%,/decks/palkia-ex-staraptor-a2?game=POCKET&format=standard&set=A2a
Mismagius ex Aerodactyl,1,0.00%,1 - 2 - 0,33.33%,/decks/mismagius-ex-a2-aerodactyl-a1?game=POCKET&format=standard&set=A2a
Palkia ex Frost Rotom,1,0.00%,1 - 2 - 0,33.33%,/decks/palkia-ex-frost-rotom-a2?game=POCKET&format=standard&set=A2a
Palkia ex Pidgeot,1,0.00%,1 - 2 - 0,33.33%,/decks/palkia-ex-a2-pidgeot-a1?game=POCKET&format=standard&set=A2a
Dialga ex Dialga,1,0.00%,1 - 2 - 0,33.33%,/decks/dialga-ex-a2-dialga-a2a?game=POCKET&format=standard&set=A2a
Palkia ex Lumineon,1,0.00%,1 - 2 - 0,33.33%,/decks/palkia-ex-a2-lumineon-a1a?game=POCKET&format=standard&set=A2a
Empoleon,1,0.00%,1 - 2 - 0,33.33%,/decks/empoleon-a2?game=POCKET&format=standard&set=A2a
Blastoise ex Floatzel,1,0.00%,1 - 2 - 0,33.33%,/decks/blastoise-ex-a1-floatzel-a2?game=POCKET&format=standard&set=A2a
Zapdos ex Electrode,1,0.00%,1 - 2 - 0,33.33%,/decks/zapdos-ex-electrode-a1?game=POCKET&format=standard&set=A2a
Alakazam Gardevoir,1,0.00%,2 - 4 - 0,33.33%,/decks/alakazam-gardevoir-a1?game=POCKET&format=standard&set=A2a
Bastiodon Wormadam,1,0.00%,1 - 2 - 0,33.33%,/decks/bastiodon-wormadam-a2?game=POCKET&format=standard&set=A2a
Mamoswine Glaceon ex,1,0.00%,1 - 2 - 0,33.33%,/decks/mamoswine-a2-glaceon-ex-a2a?game=POCKET&format=standard&set=A2a
Staraptor Aerodactyl ex,1,0.00%,1 - 2 - 0,33.33%,/decks/staraptor-a2a-aerodactyl-ex-a1a?game=POCKET&format=standard&set=A2a
Wormadam Bastiodon,1,0.00%,1 - 2 - 0,33.33%,/decks/wormadam-bastiodon-a2?game=POCKET&format=standard&set=A2a
Aerodactyl ex Magcargo,1,0.00%,2 - 4 - 0,33.33%,/decks/aerodactyl-ex-a1a-magcargo-a2?game=POCKET&format=standard&set=A2a
Arceus ex Psyduck,1,0.00%,1 - 2 - 0,33.33%,/decks/arceus-ex-a2a-psyduck-a1?game=POCKET&format=standard&set=A2a
Venusaur ex Shiinotic,1,0.00%,2 - 4 - 0,33.33%,/decks/venusaur-ex-a1-shiinotic-a1a?game=POCKET&format=standard&set=A2a
Alakazam Spiritomb,1,0.00%,2 - 5 - 0,28.57%,/decks/alakazam-a1-spiritomb-a2?game=POCKET&format=standard&set=A2a
Venusaur,1,0.00%,2 - 5 - 0,28.57%,/decks/venusaur-a1?game=POCKET&format=standard&set=A2a
Alakazam Azelf,1,0.00%,1 - 3 - 0,25.00%,/decks/alakazam-a1-azelf-a2?game=POCKET&format=standard&set=A2a
Skarmory Origin Forme Dialga,1,0.00%,1 - 3 - 0,25.00%,/decks/skarmory-a2-origin-forme-dialga-a2a?game=POCKET&format=standard&set=A2a
Arceus ex Tauros,1,0.00%,1 - 3 - 0,25.00%,/decks/arceus-ex-a2a-tauros-a1a?game=POCKET&format=standard&set=A2a
Arceus ex Lapras ex,1,0.00%,1 - 3 - 0,25.00%,/decks/arceus-ex-a2a-lapras-ex-p-a?game=POCKET&format=standard&set=A2a
Golem Palkia ex,1,0.00%,1 - 3 - 0,25.00%,/decks/golem-a1-palkia-ex-a2?game=POCKET&format=standard&set=A2a
Rhyperior Druddigon,1,0.00%,1 - 3 - 0,25.00%,/decks/rhyperior-a2-druddigon-a1a?game=POCKET&format=standard&set=A2a
Omastar Snorlax,1,0.00%,1 - 3 - 0,25.00%,/decks/omastar-a1-snorlax-a2a?game=POCKET&format=standard&set=A2a
Arceus ex Sudowoodo,1,0.00%,1 - 3 - 0,25.00%,/decks/arceus-ex-sudowoodo-a2a?game=POCKET&format=standard&set=A2a
Blastoise ex Regirock,1,0.00%,1 - 3 - 0,25.00%,/decks/blastoise-ex-a1-regirock-a2?game=POCKET&format=standard&set=A2a
Dusknoir Darkrai ex,1,0.00%,1 - 3 - 0,25.00%,/decks/dusknoir-darkrai-ex-a2?game=POCKET&format=standard&set=A2a
Gallade ex Staraptor,1,0.00%,1 - 3 - 0,25.00%,/decks/gallade-ex-a2-staraptor-a2a?game=POCKET&format=standard&set=A2a
Golem Mew ex,1,0.00%,1 - 3 - 0,25.00%,/decks/golem-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Yanmega ex Kangaskhan,1,0.00%,1 - 3 - 0,25.00%,/decks/yanmega-ex-a2-kangaskhan-a1?game=POCKET&format=standard&set=A2a
Glaceon ex Golduck,1,0.00%,1 - 3 - 0,25.00%,/decks/glaceon-ex-a2a-golduck-a1?game=POCKET&format=standard&set=A2a
Dialga ex Staraptor,1,0.00%,1 - 3 - 0,25.00%,/decks/dialga-ex-a2-staraptor-a2a?game=POCKET&format=standard&set=A2a
Gyarados ex Rotom,1,0.00%,1 - 3 - 0,25.00%,/decks/gyarados-ex-a1a-rotom-a2a?game=POCKET&format=standard&set=A2a
Magnezone Regirock,1,0.00%,1 - 3 - 0,25.00%,/decks/magnezone-regirock-a2?game=POCKET&format=standard&set=A2a
Pidgeot ex Marshadow,1,0.00%,1 - 3 - 0,25.00%,/decks/pidgeot-ex-marshadow-a1a?game=POCKET&format=standard&set=A2a
Bronzong Skarmory,1,0.00%,1 - 3 - 0,25.00%,/decks/bronzong-a2a-skarmory-a2?game=POCKET&format=standard&set=A2a
Galvantula Pachirisu ex,1,0.00%,1 - 3 - 0,25.00%,/decks/galvantula-a1a-pachirisu-ex-a2?game=POCKET&format=standard&set=A2a
Leafeon ex Zapdos ex,1,0.00%,1 - 3 - 0,25.00%,/decks/leafeon-ex-a2a-zapdos-ex-a1?game=POCKET&format=standard&set=A2a
Leafeon ex Torterra,1,0.00%,1 - 3 - 0,25.00%,/decks/leafeon-ex-a2a-torterra-a2?game=POCKET&format=standard&set=A2a
Luxray Raichu,1,0.00%,1 - 3 - 0,25.00%,/decks/luxray-a2-raichu-a2a?game=POCKET&format=standard&set=A2a
Gyarados ex Dusknoir,1,0.00%,1 - 3 - 0,25.00%,/decks/gyarados-ex-a1a-dusknoir-a2?game=POCKET&format=standard&set=A2a
Raichu Hypno,1,0.00%,1 - 2 - 1,25.00%,/decks/raichu-a1a-hypno-a1?game=POCKET&format=standard&set=A2a
Moltres ex Volcarona,1,0.00%,2 - 5 - 1,25.00%,/decks/moltres-ex-a1-volcarona-a1a?game=POCKET&format=standard&set=A2a
Raichu,1,0.00%,1 - 3 - 0,25.00%,/decks/raichu-a2a?game=POCKET&format=standard&set=A2a
Empoleon Manaphy,1,0.00%,1 - 2 - 1,25.00%,/decks/empoleon-manaphy-a2?game=POCKET&format=standard&set=A2a
Yanmega ex Druddigon,1,0.00%,1 - 3 - 0,25.00%,/decks/yanmega-ex-a2-druddigon-a1a?game=POCKET&format=standard&set=A2a
Zapdos ex Farfetch'd,1,0.00%,1 - 3 - 0,25.00%,/decks/zapdos-ex-farfetchd-a1?game=POCKET&format=standard&set=A2a
Staraptor Marshadow,1,0.00%,1 - 3 - 0,25.00%,/decks/staraptor-a2a-marshadow-a1a?game=POCKET&format=standard&set=A2a
Machamp ex Dugtrio,1,0.00%,1 - 3 - 0,25.00%,/decks/machamp-ex-dugtrio-a1?game=POCKET&format=standard&set=A2a
Luxray Zebstrika,1,0.00%,1 - 3 - 0,25.00%,/decks/luxray-a2-zebstrika-a1?game=POCKET&format=standard&set=A2a
Bastiodon Mew ex,1,0.00%,1 - 3 - 0,25.00%,/decks/bastiodon-a2-mew-ex-a1a?game=POCKET&format=standard&set=A2a
Rampardos Meowth,1,0.00%,1 - 3 - 0,25.00%,/decks/rampardos-a2-meowth-a1?game=POCKET&format=standard&set=A2a
